PID,Name,Title,Journal,JournalISSN,JournalEISSN,Year,ContentType,PublicationSubtype,Status,ISI,ScopusId,FridaLevel,nsd,FullTextLink,FreeFulltext,doaj
539546,"Lindblom, Per [SHPRIO] (Södertörns högskola [481], Södertörns högskolebibliotek [2050])",Inbördeskriget delar fortfarande Spanien,Arbetaren Zenit,2000-6373,0,2011,"Övrig (populärvetenskap, debatt, mm)",newsItem,published,NA,NA,0,FALSE,http://sh.diva-portal.org/smash/get/diva2:539546/FULLTEXT04.pdf,NA,FALSE
483012,"Massinen, Satu;Hokkanen, Marie-Estelle;Matsson, Hans;Tammimies, Kristiina;Tapia-Paez, Isabel;Dahlstrom-Heuser, Vanina;Kuja-Panula, Juha;Burghoorn, Jan [shjnbn05] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Molekylärbiologi [7472]);Jeppsson, Kristian E. [shkrje06] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Molekylärbiologi [7472]);Swoboda, Peter [SHPRSA] [0000-0001-6416-8572] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Molekylärbiologi [7472]);Peyrard-Janvid, Myriam;Toftgard, Rune;Castren, Eero;Kere, Juha",Increased Expression of the Dyslexia Candidate Gene DCDC2 Affects Length and Signaling of Primary Cilia in Neurons,PLoS ONE,1932-6203,1932-6203,2011,Refereegranskat,NA,published,000291734100009,2-s2.0-79959242358,0,TRUE,NA,TRUE,TRUE
563406,"Zurek, Karolina [shkazk11] (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496])",Indicating Reasons for National GM “Opt-Outs” : The Way Forward or a Dead End Street?,European Journal of Risk Regulation,1867-299X,0,2011,Övrigt vetenskapligt,NA,published,NA,NA,0,TRUE,NA,NA,FALSE
487260,"Burman, Anders [SH99ASBN] [0000-0002-0328-9116] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Idéhistoria [7356]);Lettevall, Rebecka [shrall] [0000-0002-9027-603X] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Idéhistoria [7356])",Inledning : Tema Tysk idealism,Lychnos,0076-1648,0,2011,Refereegranskat,NA,published,NA,NA,1,TRUE,NA,NA,FALSE
477596,"Larsson Segerlind, Tommy [shtyln] [0000-0003-3316-9825] (Södertörns högskola [481], Institutionen för ekonomi och företagande [491], Företagsekonomi [7389])",Innovation : en kollektiv handling,Magasin Subtopia,0,0,2011,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
602174,"Almgren, Birgitta [SHBAAN] (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496])",Inte bara spioner : Relationer mellan Sverige och DDR under kalla kriget,Historielärarnas Förenings Årsskrift,0439-2434,0,2012,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
808930,"Rehnberg, Hanna Sofia [shharg09] (Södertörns högskola [481], Institutionen för kommunikation, medier och it [3000], Svenska [7520]) (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Förvaltningsakademin [11750])",Inte klart vad som är lätt,Språktidningen,1654-5028,0,2012,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,1,TRUE,NA,NA,FALSE
436175,"Wadstein MacLeod, Katarina [shkawd09] [0000-0001-7933-246X] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Konstvetenskap [7456])",Intellektuell och ömsint konstmoder,Svenska dagbladet,1101-2412,0,2010,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
459785,"von Brömssen, Kerstin;Rodell Olgaç, Christina [shcarc03] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Pedagogik [7479])",Intercultural education in Sweden through the lenses of the national minorities and of religious education,Intercultural Education,1467-5986,1469-8439,2010,Refereegranskat,NA,published,NA,2-s2.0-79960318360,1,TRUE,NA,NA,FALSE
451134,"Hellsten, Meeri [shmihn09] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Pedagogik [7479])",Internacionalizar la Universidad,Cuadernos de Pedagogia,0210-0630,0,2010,Övrigt vetenskapligt,NA,published,NA,NA,0,FALSE,NA,NA,FALSE
680028,"Andersson, Hans E. [shhsan06] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Statsvetenskap [7516])",International conventions and the regulation of migration : The convention on the rights of the child and Sweden,The International Journal of Children's Rights,0927-5568,1571-8182,2012,Refereegranskat,NA,published,NA,2-s2.0-84874829056,1,TRUE,NA,NA,FALSE
809973,"Gradskova, Yulia [SHIAGA02] [0000-0002-0975-5560] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Sociologi [7508])","Internatsionalnoe vospitanie i pozdnesovetskaia solidarnost s Chili i Latinskoi Amerikoi : mezhdu geopolitikoi, protestom i samorealizatsiei?",Laboratorium,2076-8214,2078-1938,2011,Övrigt vetenskapligt,NA,published,NA,NA,0,TRUE,NA,TRUE,FALSE
410143,"Graf, Heike [shhegf] [0000-0003-1443-6537] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Medie- och kommunikationsvetenskap [498])",Interviewing media workers,MedieKultur. Journal of media and communication research,1901-9726,0,2010,Refereegranskat,NA,published,NA,NA,0,FALSE,NA,NA,FALSE
404420,"Sedelius, Thomas;Ekman, Joakim [shjmen07] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Statsvetenskap [7516])",Intra-executive Conflict and Cabinet Instability : Effects of Semi-presidentialism in Central and Eastern Europe,Government and Opposition,0017-257X,1477-7053,2010,Refereegranskat,NA,published,000281711700004,2-s2.0-77956906007,1,TRUE,NA,NA,FALSE
579107,"Billingsley, Sunnee [shseby12] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], SCOHOST (Stockholm Centre on Health of Societies in Transition) [7504])",Intragenerational mobility and mortality in Russia : Short and longer-term effects,Social Science and Medicine,0277-9536,1873-5347,2012,Refereegranskat,NA,published,000312757800034,2-s2.0-84869499000,2,TRUE,NA,NA,FALSE
579009,"Ekdahl, Lars [shlsel] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Historia [7402]);Neunsinger, Silke",Intro : Klimaträttvisa och behovet av arbetets miljöhistoria,Arbetarhistoria :  Meddelande från Arbetarrörelsens Arkiv och Bibliotek,0281-7446,0,2012,Övrigt vetenskapligt,editorialMaterial,published,NA,NA,0,TRUE,NA,NA,FALSE
687160,"Jacobsson, Kerstin [SHKEJA] [0000-0003-2179-4981] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Sociologi [7508]);Saxonberg, Steven (Masaryk University)",Introduction : A new look at social movements and civil society in postcommunist Russia and Poland,East European Politics,2159-9165,0,2012,Refereegranskat,NA,published,NA,2-s2.0-84879525350,0,TRUE,NA,NA,FALSE
455452,"Lankoski, Petri [shpili11] [0000-0002-5247-6807] (Södertörns högskola [481], Institutionen för kommunikation, medier och it [3000], Medieteknik [7468]);Waern, Annika;Thorhauge, Anne Mette","Introduction to special Issue : Experiencing games: Games, play and players",Journal of Gaming & Virtual Worlds,1757-191X,1757-1928,2011,Refereegranskat,NA,published,NA,NA,1,TRUE,http://sh.diva-portal.org/smash/get/diva2:455452/FULLTEXT03.pdf,NA,FALSE
687165,"Fuchs, Christian (Uppsala University);Bolin, Göran [SHGNBN] [0000-0003-0216-8862] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Medie- och kommunikationsvetenskap [498])","Introduction to the special section ""Critical theory and political economy of the internet (Nordmedia 2011)""","tripleC (cognition, communication, co-operation):  Journal for a Global Sustainable Information Society / Unified Theory of Information Research Group",1726-670X,1726-670X,2012,Övrigt vetenskapligt,editorialMaterial,published,NA,2-s2.0-84856996837,0,TRUE,NA,TRUE,TRUE
678821,"Andrén, Thomas [shtsan06] [0000-0001-5615-6088] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Miljövetenskap [7470]);Barker Jørgensen, Bo (Aarhus University, Denmark);Cotterill, Carlo (British Geological Survey, UK);Morgan, Sally (University of Leicester, UK)",IODP Expedition 347:Paleoenvironmental evolution of the Baltic Sea Basin through the last glacial cycle,ECORD Newsletter,2264-1556,0,2012,Övrigt vetenskapligt,NA,published,NA,NA,0,FALSE,http://sh.diva-portal.org/smash/get/diva2:678821/FULLTEXT01.pdf,TRUE,FALSE
579176,"Roberts, Bayard;Stickley, Andrew [SH99AWSY] [0000-0002-1260-2223] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Sociologi [7508]) (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], SCOHOST (Stockholm Centre on Health of Societies in Transition) [7504]);Balabanova, Dina;McKee, Martin",Irregular treatment of hypertension in the former Soviet Union,Journal of Epidemiology and Community Health,0143-005X,1470-2738,2012,Refereegranskat,NA,published,000303608800014,2-s2.0-84864015160,2,TRUE,NA,NA,FALSE
428713,"Leinsalu, Mall [SH99MLLU] [0000-0003-4453-4760] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Sociologi [7508]) (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], SCOHOST (Stockholm Centre on Health of Societies in Transition) [7504]);Kaposvári, Csilla;Kunst, Anton E",Is income or employment a stronger predictor of smoking than education in economically less developed countries? : A cross-sectional study in Hungary,BMC Public Health,1471-2458,1471-2458,2011,Refereegranskat,NA,published,000288070700001,2-s2.0-79751528351,0,TRUE,NA,TRUE,TRUE
461301,"Ringarp, Johanna [shjarp05] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Samtidshistoriska institutet [497]);Rothland, Martin",Is the Grass always Greener? : The Effect of the PISA Results on Education Debates in Sweden and Germany,European Educational Research Journal (online),1474-9041,1474-9041,2010,Refereegranskat,NA,published,NA,2-s2.0-77956068386,0,TRUE,NA,NA,FALSE
526388,"Ilves, Kristin [shknis08] (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496])",Is there an Archaeological Potential for a Sociology of Landing Sites?,Journal of Archaeology and Ancient History (JAAH),2001-1199,0,2011,Refereegranskat,NA,published,NA,NA,0,FALSE,NA,NA,FALSE
931150,"Jungar, Ann-Cathrine [sh01aejr] [0000-0002-7203-9495] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Statsvetenskap [7516])",Island redo förändras i grunden,Svenska Dagbladet,1101-2412,0,2012,"Övrig (populärvetenskap, debatt, mm)",newsItem,published,NA,NA,0,FALSE,NA,TRUE,FALSE
456213,"Lindquist, Torkel [shtllt10] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Religionsvetenskap [7485])",Israel : Vem är egentligen israel i landet med två officiella språk och åtminstone fem religioner?,Orientaliska Studier,0345-8997,0,2010,Övrigt vetenskapligt,NA,published,NA,NA,0,TRUE,NA,NA,FALSE
711419,"Andersson, Jonas [shjsan10] [0000-0002-7353-4172] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Medie- och kommunikationsvetenskap [498])",It takes (at least) two to tango,Re-Public: Re-Imagining Democracy,1791-857X,0,2011,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
483039,"Riegert, Kristina [SHKART];Pettersson, Lucas [shlspn09] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489])",'It's complicated' European media discourse on the USA from Reagan to Obama,International journal of cultural studies,1367-8779,1460-356X,2011,Refereegranskat,NA,published,000288872400001,2-s2.0-78651079287,1,TRUE,NA,NA,FALSE
442642,"Saunders, Fred [shfdss03] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Miljövetenskap [7470]) (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Geografi [7395])","It's Like Herding Monkeys into a Conservation Enclosure : The Formation and Establishment of the Jozani-Chwaka Bay National Park, Zanzibar",Conservation and Society,0972-4923,0975-3133,2011,Refereegranskat,NA,published,000208917800001,2-s2.0-84856595798,1,TRUE,NA,NA,TRUE
434542,"Adeniji, Anna [shaaai08] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Genusvetenskap [7393])","""Jag har aldrig sett dig som svart"" : Anna Adeniji läser Sara Ahmed",Tidskrift för Genusvetenskap,1654-5443,2001-1377,2010,Övrigt vetenskapligt,NA,published,NA,NA,1,TRUE,NA,NA,FALSE
380861,"Nilsson, Torbjörn [shtnnn] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Samtidshistoriska institutet [497])",Jakten på makten : partiernas historia: moderaterna,Populär historia,1102-0822,0,2010,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
457560,"Hübinette, Tobias [shtshe08] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Pedagogik [7479]);Tigervall, Carina","'Japaner, japaner, japaner' : Östasiater i svensk bild- och scenkultur",Fjärde världen,0282-258X,0,2010,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
444216,"Vigsö, Orla [shoavo06] (Södertörns högskola [481], Institutionen för kommunikation, medier och it [3000], Retorik [7490])","Jaques Durand, ""Reklambildens retorik"" : [Översättning och introduktion av Orla Vigsö]",Rhetorica Scandinavica,1397-0534,0,2010,Övrigt vetenskapligt,NA,published,NA,NA,1,TRUE,NA,NA,FALSE
686129,"Gardeström, Elin [shengm04] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Idéhistoria [7356])",Journalistelevernas 1968,Praktiske grunde. Tidsskrift for kultur og samfunnsvitenskab,1902-2271,1902-2271,2011,Refereegranskat,NA,published,NA,NA,1,TRUE,NA,TRUE,FALSE
461439,"Eriksson, Niklas [shnsen10] [0000-0002-3024-8192] (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496], Baltic & East European Graduate School (BEEGS) [483])",Jutholmsvraket – en marinarkeologisk klassiker återbesökt,Marinarkeologisk tidskrift,1100-9632,0,2010,Övrigt vetenskapligt,NA,published,NA,NA,0,FALSE,NA,NA,FALSE
404632,"Larsson, Jennie K.;Ekman, Joakim [shjmen07] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Statsvetenskap [7516])",Jämställdheten inom svensk statsvetenskap : IV: kurslitteraturen och undervisningen,Statsvetenskaplig Tidskrift,0039-0747,0,2010,Övrigt vetenskapligt,NA,published,NA,NA,1,TRUE,NA,NA,FALSE
426141,"Svallhammar, Stig [SHSGSR] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Geografi [7395])",Järnvägsdöden – ett faktum?,Spår : årsbok,0283-6483,0,2011,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
578424,"Lindqvist, Mats [shmslt] [0000-0001-6541-6945] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Etnologi [7381])",Klasskamrater revisited : Om klass i ett diskursteoretiskt perspektiv,Kulturella perspektiv - Svensk etnologisk tidskrift,1102-7908,0,2012,Refereegranskat,NA,published,NA,NA,1,TRUE,NA,NA,FALSE
476952,"Stiernstedt, Fredrik [shfkst04] [0000-0002-5247-8212] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Medie- och kommunikationsvetenskap [498])",Klonerna anfaller? : Exporten av svensk musikradio till Estland och Lettland,Nordisk Østforum,0801-7220,1891-1773,2011,Refereegranskat,NA,published,NA,NA,1,TRUE,NA,TRUE,TRUE
463902,"Olsson, Susanne [shseon02] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Religionsvetenskap [7485])",Kognitiva perspektiv på religion,R & L : religion & livsfrågor,0347-2159,0,2011,Övrigt vetenskapligt,NA,published,NA,NA,0,FALSE,NA,NA,FALSE
579047,"Kotljarchuk, Andrej [shajkk] [0000-0002-9741-2145] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Historia [7402])",Kola Sami in the Stalinist Terror : A Quantitative Analysis,Journal of Northern Studies,1654-5915,0,2012,Refereegranskat,NA,published,NA,NA,1,TRUE,http://sh.diva-portal.org/smash/get/diva2:579047/FULLTEXT02.pdf,NA,FALSE
683399,"Bergman, Maria [shmabn04] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Geografi [7395]);Bylund, Jonas [shjsbd06] (Stockholms universitet)","Komplexitet, kreativitet och konflikt i planeringspraktiken för hållbar utveckling : Hamnomvandlingar i tre svenska städer",Ymer,0044-0477,0,2012,Övrigt vetenskapligt,NA,published,NA,2-s2.0-84875153579,0,TRUE,NA,NA,FALSE
432875,"Eriksson, Fredrik [SHFLEN] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Samtidshistoriska institutet [497])",Konservatism och demokrati : två högerledares tvekan inför rösträtten,Personhistorisk Tidskrift,0031-5699,0,2010,Refereegranskat,NA,published,NA,NA,1,TRUE,NA,NA,FALSE
462771,"Eriksson, Fredrik L. [SHFLEN] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Samtidshistoriska institutet [497])","""Krigsman skall frukta Gud och vara Konungen huld och trogen"" : Historiebruk i svenska soldatinstruktioner under mellankrigstiden",Militärhistorisk Tidskrift,0283-8400,0,2011,Övrigt vetenskapligt,NA,published,NA,NA,0,TRUE,NA,NA,FALSE
582980,"Landqvist, Mats [SHMTLS] (Södertörns högskola [481], Institutionen för kommunikation, medier och it [3000], Svenska [7520])",Krissamhällets miljödebatt : om expertkunskapens roll i offentlig deliberation,Rhetorica Scandinavica,1397-0534,0,2011,Refereegranskat,NA,published,NA,NA,1,TRUE,NA,NA,FALSE
461455,"Törnqvist, Oscar [shortt10] (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496], Baltic & East European Graduate School (BEEGS) [483]) (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], MARIS (Marinarkeologiska forskningsinstitutet) [7462])",Kullbådaviken – från centralpunkt till fridfull naturhamn,Marinarkeologisk Tidskrift,1100-9632,0,2010,Övrigt vetenskapligt,NA,published,NA,NA,0,FALSE,http://sh.diva-portal.org/smash/get/diva2:461455/FULLTEXT02.pdf,NA,FALSE
386191,"Pripp, Oscar [shorpp] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Etnologi [7381]);Öhlander, Magnus [shmsor] [0000-0002-0712-0123] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Etnologi [7381])",Kulturanalysens ställning och förnyelse,Kulturella perspektiv - Svensk etnologisk tidskrift,1102-7908,0,2010,Refereegranskat,NA,published,NA,NA,1,TRUE,NA,NA,FALSE
386194,"Öhlander, Magnus [shmsor] [0000-0002-0712-0123] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Etnologi [7381])",Kulturanalytisk metod : bidrag till etnologiämnets metoddiskussion.,Kulturella perspektiv - Svensk etnologisk tidskrift,1102-7908,0,2010,Refereegranskat,NA,published,NA,NA,1,TRUE,NA,NA,FALSE
479245,"Sultán Sjöqvist, Madeleine [shmest10] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Religionsvetenskap [7485])",Kulturarv eller kritiskt tänkande?,Sans : existentiellt magasin i upplysningens anda,2000-9690,0,2011,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
379320,"Lindqvist, Mats [shmslt] [0000-0001-6541-6945] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Etnologi [7381])",Kulturbegreppet och diskursanalysen : tankar om kulturbegreppets möjliga position i diskursteorin.,Kulturella perspektiv - Svensk etnologisk tidskrift,1102-7908,0,2010,Refereegranskat,NA,published,NA,NA,1,TRUE,NA,NA,FALSE
475834,"Törnqvist, Oscar [shortt10] (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496]) (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], MARIS (Marinarkeologiska forskningsinstitutet) [7462])","Kyrkoarkiv som maritim-arkeologisk kunskapskälla : Identifieringen av två 1700-talsvrak med hjälp av sockenstämmoprotokoll, husförhörslängder och dödböcker",Marinarkeologisk Tidskrift,1100-9632,0,2011,Övrigt vetenskapligt,NA,published,NA,NA,0,FALSE,http://sh.diva-portal.org/smash/get/diva2:475834/FULLTEXT02.pdf,NA,FALSE
452106,"Rodin, Johnny [SH99JYRN] (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496], Baltic & East European Graduate School (BEEGS) [483]) (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Statsvetenskap [7516])","Kärlek, familj, mammor, barn och hot mot nationen : Den ryska populationsdiskursen",Inblick Östeuropa,1404-014X,0,2010,Övrigt vetenskapligt,NA,published,NA,NA,0,FALSE,NA,NA,FALSE
461447,"Storm, Anna [shanst10] [0000-0002-0553-1295] (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496])",Kärnkraftverk som minnesplatser,Nordisk Museologi,1103-8152,0,2010,Övrigt vetenskapligt,NA,published,NA,NA,1,TRUE,NA,NA,FALSE
688145,"Korolczuk, Elzbieta [sheakk09] [0000-0002-8263-5530] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Sociologi [7508])",Kłopot z NGOizacją : Debata na temat społeczeństwa obywatelskiego w Polsce / The Problem with NGO-ization. The Debate on Civil Society in Poland,Polityka Społeczna,0137-4729,0,2011,Övrigt vetenskapligt,NA,published,NA,NA,0,FALSE,NA,NA,FALSE
503736,"Hübinette, Tobias [shtshe08] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Pedagogik [7479]);Lundström, Catrin",La mélancolie blanche ou comment pleurer la ’bonne vieille Suède,Revue nouvelle,0035-3809,0,2012,Övrigt vetenskapligt,NA,published,NA,NA,0,FALSE,NA,NA,FALSE
431618,"Simonson, Örjan [shonsn06] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Historia [7402])",Landshövdingarna och posten under tidigt 1700-tal,Postryttaren: årsbok för Postmuseum,0586-6758,0,2010,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
931142,"Jungar, Ann-Cathrine [sh01aejr] [0000-0002-7203-9495] (Södertörns högskola [481], Institutionen för samhällsvetenskaper [493], Statsvetenskap [7516])",Las tres olas del populismo nórdico,Letra Internacional,0213-4721,0,2011,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
698882,"Andersson, Jonas [shjsan10] [0000-0002-7353-4172] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Medie- och kommunikationsvetenskap [498])",Learning from the file-sharers : Civic modes of justification versus industrial ones,Arts Marketing: An International Journal,2044-2084,0,2012,Refereegranskat,NA,published,NA,NA,1,FALSE,NA,NA,FALSE
360620,"Eriksson, Niklas [shnsen10] [0000-0002-3024-8192] (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496], Baltic & East European Graduate School (BEEGS) [483]) (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Arkeologi [485]) (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], MARIS (Marinarkeologiska forskningsinstitutet) [7462]);Rönnby, Johan [shjnry] [0000-0002-5442-1981] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Arkeologi [485]) (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], MARIS (Marinarkeologiska forskningsinstitutet) [7462])",Lejonvrak och Spökskepp : Unika fynd i Östersjön,Populär Arkeologi,0281-014X,0,2010,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,http://sh.diva-portal.org/smash/get/diva2:360620/FULLTEXT02.pdf,NA,FALSE
461441,"Eriksson, Niklas [shnsen10] [0000-0002-3024-8192] (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496], Baltic & East European Graduate School (BEEGS) [483])",Lejonvraket – ett första fältarbete,Marinarkeologisk tidskrift,1100-9632,0,2010,Övrigt vetenskapligt,NA,published,NA,NA,0,FALSE,http://sh.diva-portal.org/smash/get/diva2:461441/FULLTEXT02.pdf,NA,FALSE
461450,"Mejsholm, Lotta;Törnqvist, Oscar [shortt10] (Södertörns högskola [481], Centrum för Östersjö- och Östeuropaforskning (CBEES) [496], Baltic & East European Graduate School (BEEGS) [483]) (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], MARIS (Marinarkeologiska forskningsinstitutet) [7462])",Lillegölens hemligheter : del II,Marinarkeologisk Tidskrift,1100-9632,0,2010,Övrigt vetenskapligt,NA,published,NA,NA,0,FALSE,http://sh.diva-portal.org/smash/get/diva2:461450/FULLTEXT03.pdf,NA,FALSE
539552,"Lindblom, Per [SHPRIO] (Södertörns högskola [481], Södertörns högskolebibliotek [2050]);Herranz, Albert",Liv och död i den spanska revolutionens vardag,Arbetaren,0345-0961,0,2012,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,http://sh.diva-portal.org/smash/get/diva2:539552/FULLTEXT02.pdf,NA,FALSE
573378,"Lundgren, Lars [shlsln] (Södertörns högskola [481], Institutionen för kultur och kommunikation [489], Medie- och kommunikationsvetenskap [498])",Live from Moscow : The celebration of Yuri Gagarin and Transnational Television in Europe,VIEW. Journal of European Television History and Culture,2213-0969,0,2012,Refereegranskat,NA,published,NA,NA,0,FALSE,NA,NA,FALSE
1220673,"Gatsinzi, Tom (Stockholm University);Ramberg, Veronica (Stockholm University);Figueroa, Ricardo [shrofs03] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Molekylärbiologi [7472]);Iverfeldt, Kerstin (Stockholm University);Hallberg, Einar [SHERHG] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Molekylärbiologi [7472])",Localized caspase sensors for live cell imaging of amyloid-β induced apoptosis,Alzheimer's & Dementia,1552-5260,1552-5279,2010,Övrigt vetenskapligt,meetingAbstract,published,NA,NA,1,TRUE,NA,NA,FALSE
462043,"Bräutigam, Lars [shlsbm06] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Molekylärbiologi [7472]);Hillmer, Janine M. [shjehr07] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Molekylärbiologi [7472]);Söll, Iris [shissl04] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Molekylärbiologi [7472]);Hauptmann, Giselbert [SHGTHN02] (Södertörns högskola [481], Institutionen för livsvetenskaper [486], Molekylärbiologi [7472])",Localized Expression of Urocortin Genes in the Developing Zebrafish rain,Journal of Comparative Neurology,0021-9967,1096-9861,2010,Refereegranskat,NA,published,000279116500005,2-s2.0-77954576452,1,TRUE,NA,NA,FALSE
563103,"Siibak, Andra [shaask10] (Södertörns högskola [481], Institutionen för kommunikation, medier och it [3000]);Hernwall, Patrik [shpkhl04] (Stockholm University)",‘Looking like my favourite Barbie’ : Online Gender Construction of Tween Girls in Estonia and in Sweden,Studies of Transition States and Societies,1736-874X,1736-8758,2011,Refereegranskat,NA,published,NA,2-s2.0-84872555599,0,TRUE,NA,NA,TRUE
462167,"Ståhlberg, Sabira;Svanberg, Ingvar [shirsg05] [0000-0002-8378-7923] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Religionsvetenskap [7485])",Loplyk Fishermen Ecological Adaptation in the Taklamakan Desert,Anthropos: Internationale Zeitschrift für Völker- und Sprachenkunde,0257-9774,0,2010,Refereegranskat,NA,published,000282159300006,2-s2.0-77958006084,1,TRUE,NA,NA,FALSE
462609,"Awebro, Kenneth [shkhao] (Södertörns högskola [481], Institutionen för genus, kultur och historia [488], Historia [7402])",Luleå Ångsnickeri AB och sågverksindustrins tillbakagång,Stadsarkivets årsbok,1404-4862,0,2011,"Övrig (populärvetenskap, debatt, mm)",NA,published,NA,NA,0,FALSE,NA,NA,FALSE
